date,raw_daily,raw_weekly,symptoms_harmonized_daily
2017.09.16,48,45,35.636253
2017.09.17,53,50,38.924545
2017.09.18,58,50,42.596672
2017.09.19,61,50,44.79995
2017.09.20,55,50,40.393398
2017.09.21,57,50,41.862247
2017.09.22,54,50,39.658974
2017.09.23,54,50,39.658974
2017.09.24,58,51,43.448605
2017.09.25,57,51,42.699493
2017.09.26,52,51,38.953922
2017.09.27,52,51,38.953922
2017.09.28,51,51,38.204807
2017.09.29,59,51,44.19772
2017.09.30,63,51,47.194176
2017.10.01,65,55,47.982456
2017.10.02,53,55,39.124157
2017.10.03,52,55,38.385967
2017.10.04,62,55,45.767883
2017.10.05,71,55,52.41161
2017.10.06,66,55,48.72065
2017.10.07,60,55,44.2915
2017.10.08,67,55,50.04208
2017.10.09,64,55,47.801392
2017.10.10,60,55,44.813805
2017.10.11,57,55,42.573112
2017.10.12,60,55,44.813805
2017.10.13,56,55,41.826214
2017.10.14,60,55,44.813805
2017.10.15,62,64,45.970478
2017.10.16,66,64,48.936317
2017.10.17,69,64,51.160694
2017.10.18,100,64,74.145935
2017.10.19,69,64,51.160694
2017.10.20,73,64,54.126534
2017.10.21,58,64,43.004639
2017.10.22,52,62,38.51339
2017.10.23,67,62,49.623024
2017.10.24,78,62,57.770088
2017.10.25,72,62,53.326237
2017.10.26,74,62,54.807518
2017.10.27,72,62,53.326237
2017.10.28,67,62,49.623024
2017.10.29,71,67,52.072823
2017.10.30,73,67,53.539661
2017.10.31,87,67,63.807549
2017.11.01,85,67,62.340706
2017.11.02,72,67,52.806244
2017.11.03,73,67,53.539661
2017.11.04,65,67,47.672306
2017.11.05,80,64,59.798019
2017.11.06,81,64,60.545494
2017.11.07,73,64,54.565693
2017.11.08,61,64,45.595989
2017.11.09,70,64,52.323265
2017.11.10,60,64,44.848515
2017.11.11,68,64,50.828316
2017.11.12,78,64,57.717693
2017.11.13,83,64,61.417545
2017.11.14,69,64,51.057961
2017.11.15,68,64,50.317989
2017.11.16,69,64,51.057961
2017.11.17,64,64,47.358109
2017.11.18,67,64,49.578018
2017.11.19,72,59,51.602402
2017.11.20,70,59,50.169003
2017.11.21,69,59,49.452301
2017.11.22,74,59,53.035801
2017.11.23,63,59,45.152103
2017.11.24,59,59,42.285301
2017.11.25,67,59,48.018902
2017.11.26,68,56,51.109707
2017.11.27,62,56,46.600025
2017.11.28,63,56,47.351639
2017.11.29,61,56,45.848412
2017.11.30,59,56,44.345188
2017.12.01,56,56,42.090347
2017.12.02,60,56,45.096802
2017.12.03,65,56,48.403553
2017.12.04,63,56,46.914211
2017.12.05,65,56,48.403553
2017.12.06,64,56,47.658882
2017.12.07,66,56,49.14822
2017.12.08,50,56,37.233501
2017.12.09,60,56,44.680202
2017.12.10,69,59,50.957371
2017.12.11,59,59,43.572243
2017.12.12,66,59,48.741833
2017.12.13,75,59,55.388443
2017.12.14,65,59,48.003323
2017.12.15,57,59,42.095219
2017.12.16,69,59,50.957371
2017.12.17,67,60,50.101166
2017.12.18,67,60,50.101166
2017.12.19,65,60,48.60561
2017.12.20,65,60,48.60561
2017.12.21,69,60,51.596725
2017.12.22,63,60,47.11005
2017.12.23,66,60,49.353386
2017.12.24,62,63,46.181393
2017.12.25,73,63,54.374863
2017.12.26,66,63,49.160839
2017.12.27,63,63,46.926254
2017.12.28,76,63,56.609451
2017.12.29,79,63,58.844032
2017.12.30,68,63,50.650562
2017.12.31,38,63,40.305267
2018.01.01,50,63,53.033245
2018.01.02,46,63,48.790585
2018.01.03,47,63,49.85125
2018.01.04,56,63,59.397232
2018.01.05,54,63,57.275902
2018.01.06,51,63,54.093906
2018.01.07,49,66,51.869175
2018.01.08,53,66,56.103394
2018.01.09,53,66,56.103394
2018.01.10,50,66,52.927727
2018.01.11,52,66,55.044834
2018.01.12,49,66,51.869175
2018.01.13,53,66,56.103394
2018.01.14,44,65,47.185043
2018.01.15,52,65,55.764141
2018.01.16,54,65,57.908916
2018.01.17,55,65,58.981304
2018.01.18,49,65,52.546978
2018.01.19,48,65,51.47459
2018.01.20,47,65,50.402203
2018.01.21,55,65,58.478622
2018.01.22,47,65,49.972641
2018.01.23,52,65,55.288879
2018.01.24,51,65,54.225632
2018.01.25,51,65,54.225632
2018.01.26,47,65,49.972641
2018.01.27,49,65,52.099133
2018.01.28,51,63,53.468548
2018.01.29,52,63,54.516949
2018.01.30,45,63,47.178131
2018.01.31,51,63,53.468548
2018.02.01,54,63,56.613758
2018.02.02,45,63,47.178131
2018.02.03,48,63,50.323338
2018.02.04,44,65,46.916183
2018.02.05,51,65,54.380123
2018.02.06,56,65,59.71151
2018.02.07,50,65,53.313847
2018.02.08,51,65,54.380123
2018.02.09,48,65,51.181293
2018.02.10,51,65,54.380123
2018.02.11,47,60,48.469444
2018.02.12,51,60,52.594505
2018.02.13,52,60,53.625771
2018.02.14,48,60,49.500713
2018.02.15,54,60,55.688297
2018.02.16,41,60,42.281857
2018.02.17,42,60,43.313122
2018.02.18,44,59,44.887371
2018.02.19,55,59,56.109215
2018.02.20,54,59,55.089046
2018.02.21,47,59,47.947876
2018.02.22,46,59,46.927708
2018.02.23,45,59,45.907543
2018.02.24,42,59,42.847038
2018.02.25,45,73,46.702927
2018.02.26,56,73,58.119198
2018.02.27,57,73,59.15704
2018.02.28,61,73,63.308411
2018.03.01,60,73,62.270569
2018.03.02,69,73,71.611153
2018.03.03,57,73,59.15704
2018.03.04,67,82,68.919121
2018.03.05,57,82,58.632683
2018.03.06,76,82,78.17691
2018.03.07,78,82,80.234192
2018.03.08,58,82,59.661331
2018.03.09,59,82,60.689972
2018.03.10,64,82,65.833191
2018.03.11,68,97,69.052864
2018.03.12,89,97,90.378021
2018.03.13,81,97,82.25415
2018.03.14,87,97,88.347054
2018.03.15,87,97,88.347054
2018.03.16,66,97,67.021904
2018.03.17,72,97,73.114799
2018.03.18,75,75,77.856155
2018.03.19,61,75,63.323009
2018.03.20,54,75,56.056431
2018.03.21,59,75,61.246841
2018.03.22,51,75,52.942188
2018.03.23,58,75,60.208763
2018.03.24,58,75,60.208763
2018.03.25,75,100,73.567657
2018.03.26,84,100,82.395775
2018.03.27,80,100,78.472168
2018.03.28,78,100,76.510361
2018.03.29,86,100,84.357574
2018.03.30,100,100,98.09021
2018.03.31,84,100,82.395775
2018.04.01,75,83,77.414459
2018.04.02,67,83,69.156921
2018.04.03,65,83,67.092537
2018.04.04,79,83,81.543228
2018.04.05,69,83,71.221306
2018.04.06,56,83,57.802795
2018.04.07,52,83,53.67403
2018.04.08,50,66,52.057682
